882 4711
 486 488 0.444444
 486 490 0.444444
 486 501 0.250000
 486 503 0.444444
 486 506 0.250000
 487 491 0.160000
 487 492 0.160000
 487 493 0.111111
 487 502 1.000000
 487 503 1.000000
 487 504 0.160000
 487 505 0.111111
 488 491 0.250000
 488 492 0.250000
 489 496 0.049383
 489 497 0.493827
 489 498 0.049383
 489 499 0.049383
 489 500 0.049383
 489 501 0.049383
 490 503 0.888889
 490 508 0.081633
 490 513 0.081633
 490 572 0.081633
 490 845 0.081633
 491 492 0.410000
 491 504 0.160000
 491 510 0.160000
 491 515 0.160000
 491 523 0.160000
 491 527 0.160000
 492 504 0.160000
 492 524 0.444444
 492 528 0.444444
 493 504 0.444444
 493 505 1.111111
 493 506 1.000000
 493 522 0.013841
 493 608 0.013841
 493 627 0.013841
 493 699 0.013841
 493 748 0.013841
 494 495 1.250000
 494 503 0.250000
 495 496 0.444444
 495 503 0.250000
 496 497 0.049383
 496 498 0.049383
 496 499 0.049383
 496 500 0.049383
 496 501 0.049383
 497 498 1.049383
 497 499 0.049383
 497 500 0.049383
 497 501 0.049383
 498 499 1.049383
 498 500 0.049383
 498 501 0.049383
 499 500 1.049383
 499 501 0.049383
 500 501 1.049383
 503 747 0.444444
 504 881 0.250000
 507 509 1.000000
 507 868 1.000000
 507 869 1.000000
 508 509 1.000000
 508 513 0.081633
 508 521 0.250000
 508 522 0.111111
 508 523 0.111111
 508 524 0.111111
 508 525 0.111111
 508 526 0.111111
 508 572 0.081633
 508 666 0.250000
 508 716 0.250000
 508 845 0.081633
 509 511 1.000000
 509 514 0.111111
 509 520 0.111111
 509 669 0.111111
 509 670 0.111111
 510 511 1.000000
 510 515 0.320000
 510 518 1.000000
 510 519 0.160000
 510 520 0.160000
 510 523 0.160000
 510 527 0.160000
 512 514 1.000000
 512 870 1.000000
 512 871 1.000000
 513 514 1.000000
 513 522 0.111111
 513 527 0.111111
 513 528 0.111111
 513 529 0.111111
 513 530 0.111111
 513 531 0.250000
 513 572 0.081633
 513 665 0.250000
 513 717 0.250000
 513 845 0.081633
 514 516 1.000000
 514 520 0.111111
 514 669 0.111111
 514 670 0.111111
 515 516 1.000000
 515 517 0.444444
 515 518 0.444444
 515 519 0.160000
 515 520 0.160000
 515 523 0.160000
 515 527 0.160000
 517 518 0.444444
 517 519 0.111111
 517 521 0.111111
 517 531 0.111111
 517 683 1.000000
 517 702 0.444444
 517 750 0.111111
 517 873 1.000000
 517 874 0.111111
 517 875 0.444444
 519 520 0.160000
 519 521 0.111111
 519 531 0.111111
 519 697 1.000000
 519 750 0.111111
 519 874 0.111111
 520 669 0.111111
 520 670 0.111111
 521 523 0.444444
 521 524 0.444444
 521 531 0.555556
 521 666 0.250000
 521 697 0.444444
 521 716 0.250000
 521 750 0.111111
 521 874 0.111111
 522 523 0.111111
 522 524 0.111111
 522 525 0.111111
 522 526 0.111111
 522 527 0.111111
 522 528 0.111111
 522 529 0.111111
 522 530 0.111111
 522 608 0.013841
 522 627 0.013841
 522 699 0.013841
 522 711 0.081633
 522 712 0.081633
 522 748 0.013841
 522 750 0.444444
 522 878 0.081633
 523 524 0.555556
 523 525 1.111111
 523 526 0.111111
 523 527 0.160000
 524 525 0.111111
 524 526 1.111111
 524 528 0.444444
 525 526 0.111111
 525 876 1.000000
 526 877 1.000000
 527 528 0.555556
 527 529 1.111111
 527 530 0.111111
 527 531 0.444444
 528 529 0.111111
 528 530 1.111111
 528 531 0.444444
 529 530 0.111111
 529 879 1.000000
 530 880 1.000000
 531 665 0.250000
 531 697 0.444444
 531 717 0.250000
 531 750 0.111111
 531 874 0.111111
 532 533 0.069396
 532 534 0.069396
 532 535 0.069396
 532 536 0.069396
 532 537 0.069396
 532 538 0.069396
 532 539 0.069396
 532 540 0.069396
 532 541 0.069396
 532 542 0.069396
 532 543 1.000000
 532 554 0.013841
 532 555 0.013841
 532 556 0.013841
 532 557 0.013841
 532 558 0.013841
 532 565 0.013841
 532 566 0.027778
 532 568 0.027778
 532 638 0.444444
 532 658 0.444444
 532 678 0.444444
 532 692 1.000000
 532 788 0.444444
 533 534 0.069396
 533 535 0.069396
 533 536 0.069396
 533 537 0.069396
 533 538 0.069396
 533 539 0.069396
 533 540 0.069396
 533 541 0.069396
 533 542 0.069396
 533 544 1.000000
 533 554 0.013841
 533 555 0.013841
 533 556 0.013841
 533 557 0.013841
 533 558 0.013841
 533 565 0.013841
 533 566 0.027778
 533 568 0.027778
 533 637 0.444444
 533 659 0.444444
 533 679 0.444444
 533 791 0.444444
 534 535 0.069396
 534 536 0.069396
 534 537 0.069396
 534 538 0.069396
 534 539 0.069396
 534 540 0.069396
 534 541 0.069396
 534 542 0.069396
 534 545 1.000000
 534 554 0.013841
 534 555 0.013841
 534 556 0.013841
 534 557 0.013841
 534 558 0.013841
 534 565 0.013841
 534 566 0.027778
 534 568 0.027778
 534 636 0.444444
 534 660 0.444444
 534 680 0.444444
 534 694 1.000000
 534 794 0.444444
 535 536 0.069396
 535 537 0.069396
 535 538 0.069396
 535 539 0.069396
 535 540 0.069396
 535 541 0.069396
 535 542 0.069396
 535 546 1.000000
 535 554 0.013841
 535 555 0.013841
 535 556 0.013841
 535 557 0.013841
 535 558 0.013841
 535 565 0.013841
 535 566 0.027778
 535 568 0.027778
 535 635 0.444444
 535 661 0.444444
 535 681 0.444444
 535 693 0.444444
 535 797 0.444444
 536 537 0.069396
 536 538 0.069396
 536 539 0.069396
 536 540 0.069396
 536 541 0.069396
 536 542 0.069396
 536 547 1.000000
 536 554 0.013841
 536 555 0.013841
 536 556 0.013841
 536 557 0.013841
 536 558 0.013841
 536 565 0.013841
 536 566 0.027778
 536 568 0.027778
 536 572 0.444444
 536 634 0.444444
 536 662 0.444444
 536 682 0.444444
 536 800 0.444444
 537 538 0.069396
 537 539 0.069396
 537 540 0.069396
 537 541 0.069396
 537 542 0.069396
 537 548 1.000000
 537 554 0.013841
 537 555 0.013841
 537 556 0.013841
 537 557 0.013841
 537 558 0.013841
 537 565 0.013841
 537 566 0.027778
 537 568 0.027778
 537 633 0.444444
 537 663 0.444444
 537 683 0.444444
 537 803 0.444444
 538 539 0.069396
 538 540 0.069396
 538 541 0.069396
 538 542 0.069396
 538 549 1.000000
 538 554 0.013841
 538 555 0.013841
 538 556 0.013841
 538 557 0.013841
 538 558 0.013841
 538 565 0.013841
 538 566 0.027778
 538 568 0.027778
 538 632 0.444444
 538 664 0.444444
 538 684 0.444444
 538 806 0.444444
 539 540 0.069396
 539 541 0.069396
 539 542 0.069396
 539 550 1.000000
 539 554 0.013841
 539 555 0.013841
 539 556 0.013841
 539 557 0.013841
 539 558 0.013841
 539 565 0.013841
 539 566 0.027778
 539 568 0.027778
 539 631 0.444444
 539 665 0.444444
 539 685 0.444444
 539 809 0.444444
 540 541 0.069396
 540 542 0.069396
 540 551 1.000000
 540 554 0.013841
 540 555 0.013841
 540 556 0.013841
 540 557 0.013841
 540 558 0.013841
 540 565 0.013841
 540 566 0.027778
 540 568 0.027778
 540 630 0.444444
 540 666 0.444444
 540 695 1.000000
 540 812 1.000000
 541 542 0.069396
 541 552 1.000000
 541 554 0.013841
 541 555 0.013841
 541 556 0.013841
 541 557 0.013841
 541 558 0.013841
 541 565 0.013841
 541 566 0.027778
 541 568 0.027778
 541 629 0.444444
 541 667 0.444444
 541 815 1.000000
 542 553 1.000000
 542 554 0.013841
 542 555 0.013841
 542 556 0.013841
 542 557 0.013841
 542 558 0.013841
 542 565 0.013841
 542 566 0.027778
 542 568 0.027778
 542 628 0.444444
 542 668 0.444444
 542 818 1.000000
 543 544 0.041619
 543 545 0.041619
 543 546 0.041619
 543 547 0.041619
 543 548 0.041619
 543 549 0.041619
 543 550 0.041619
 543 551 0.041619
 543 552 0.041619
 543 553 0.041619
 543 559 0.013841
 543 560 0.013841
 543 561 0.013841
 543 562 0.013841
 543 563 0.013841
 543 570 0.027778
 543 571 0.013841
 543 577 1.000000
 544 545 0.041619
 544 546 0.041619
 544 547 0.041619
 544 548 0.041619
 544 549 0.041619
 544 550 0.041619
 544 551 0.041619
 544 552 0.041619
 544 553 0.041619
 544 559 0.013841
 544 560 0.013841
 544 561 0.013841
 544 562 0.013841
 544 563 0.013841
 544 570 0.027778
 544 571 0.013841
 544 578 1.000000
 545 546 0.041619
 545 547 0.041619
 545 548 0.041619
 545 549 0.041619
 545 550 0.041619
 545 551 0.041619
 545 552 0.041619
 545 553 0.041619
 545 559 0.013841
 545 560 0.013841
 545 561 0.013841
 545 562 0.013841
 545 563 0.013841
 545 570 0.027778
 545 571 0.013841
 545 579 1.000000
 546 547 0.041619
 546 548 0.041619
 546 549 0.041619
 546 550 0.041619
 546 551 0.041619
 546 552 0.041619
 546 553 0.041619
 546 559 0.013841
 546 560 0.013841
 546 561 0.013841
 546 562 0.013841
 546 563 0.013841
 546 570 0.027778
 546 571 0.013841
 546 580 1.000000
 547 548 0.041619
 547 549 0.041619
 547 550 0.041619
 547 551 0.041619
 547 552 0.041619
 547 553 0.041619
 547 559 0.013841
 547 560 0.013841
 547 561 0.013841
 547 562 0.013841
 547 563 0.013841
 547 570 0.027778
 547 571 0.013841
 547 585 1.000000
 548 549 0.041619
 548 550 0.041619
 548 551 0.041619
 548 552 0.041619
 548 553 0.041619
 548 559 0.013841
 548 560 0.013841
 548 561 0.013841
 548 562 0.013841
 548 563 0.013841
 548 570 0.027778
 548 571 0.013841
 548 586 1.000000
 549 550 0.041619
 549 551 0.041619
 549 552 0.041619
 549 553 0.041619
 549 559 0.013841
 549 560 0.013841
 549 561 0.013841
 549 562 0.013841
 549 563 0.013841
 549 570 0.027778
 549 571 0.013841
 549 587 1.000000
 550 551 0.041619
 550 552 0.041619
 550 553 0.041619
 550 559 0.013841
 550 560 0.013841
 550 561 0.013841
 550 562 0.013841
 550 563 0.013841
 550 570 0.027778
 550 571 0.013841
 550 588 1.000000
 551 552 0.041619
 551 553 0.041619
 551 559 0.013841
 551 560 0.013841
 551 561 0.013841
 551 562 0.013841
 551 563 0.013841
 551 570 0.027778
 551 571 0.013841
 551 593 1.000000
 552 553 0.041619
 552 559 0.013841
 552 560 0.013841
 552 561 0.013841
 552 562 0.013841
 552 563 0.013841
 552 570 0.027778
 552 571 0.013841
 552 594 1.000000
 553 559 0.013841
 553 560 0.013841
 553 561 0.013841
 553 562 0.013841
 553 563 0.013841
 553 570 0.027778
 553 571 0.013841
 553 595 1.000000
 554 555 0.124952
 554 556 0.124952
 554 557 0.124952
 554 558 0.124952
 554 559 1.000000
 554 565 0.124952
 554 686 1.000000
 554 821 1.000000
 555 556 0.124952
 555 557 0.124952
 555 558 0.124952
 555 560 1.000000
 555 565 0.124952
 555 687 1.000000
 555 824 1.000000
 556 557 0.124952
 556 558 0.124952
 556 561 1.000000
 556 565 0.124952
 556 688 1.000000
 556 827 1.000000
 557 558 0.124952
 557 562 1.000000
 557 565 0.124952
 557 689 1.000000
 557 830 1.000000
 558 563 1.000000
 558 565 0.124952
 558 696 1.000000
 558 833 1.000000
 559 560 0.124952
 559 561 0.124952
 559 562 0.124952
 559 563 0.124952
 559 569 0.111111
 559 571 0.013841
 559 596 1.000000
 560 561 0.124952
 560 562 0.124952
 560 563 0.124952
 560 569 0.111111
 560 571 0.013841
 560 601 1.000000
 561 562 0.124952
 561 563 0.124952
 561 569 0.111111
 561 571 0.013841
 561 602 1.000000
 562 563 0.124952
 562 569 0.111111
 562 571 0.013841
 562 603 1.000000
 563 569 0.111111
 563 571 0.013841
 563 604 1.000000
 564 565 1.000000
 564 566 0.062500
 564 567 0.062500
 564 572 0.160000
 566 567 0.062500
 567 568 1.000000
 569 570 1.000000
 569 572 1.000000
 572 845 0.081633
 573 574 0.027682
 573 575 0.027682
 573 576 0.027682
 573 577 1.000000
 573 578 0.444444
 573 581 0.027682
 573 582 0.027682
 573 583 0.027682
 573 584 0.027682
 573 589 0.027682
 573 590 0.027682
 573 591 0.027682
 573 592 0.027682
 573 597 0.027682
 573 598 0.027682
 573 599 0.027682
 573 600 0.027682
 573 605 0.013841
 573 609 0.013841
 573 610 0.444444
 574 575 0.027682
 574 576 0.027682
 574 578 1.000000
 574 579 0.444444
 574 581 0.027682
 574 582 0.027682
 574 583 0.027682
 574 584 0.027682
 574 589 0.027682
 574 590 0.027682
 574 591 0.027682
 574 592 0.027682
 574 597 0.027682
 574 598 0.027682
 574 599 0.027682
 574 600 0.027682
 574 605 0.013841
 574 609 0.013841
 574 611 0.444444
 575 576 0.027682
 575 579 1.000000
 575 580 0.444444
 575 581 0.027682
 575 582 0.027682
 575 583 0.027682
 575 584 0.027682
 575 589 0.027682
 575 590 0.027682
 575 591 0.027682
 575 592 0.027682
 575 597 0.027682
 575 598 0.027682
 575 599 0.027682
 575 600 0.027682
 575 605 0.013841
 575 609 0.013841
 575 612 0.444444
 576 580 1.000000
 576 581 0.027682
 576 582 0.027682
 576 583 0.027682
 576 584 0.027682
 576 585 0.444444
 576 589 0.027682
 576 590 0.027682
 576 591 0.027682
 576 592 0.027682
 576 597 0.027682
 576 598 0.027682
 576 599 0.027682
 576 600 0.027682
 576 605 0.013841
 576 609 0.013841
 576 613 0.444444
 577 578 0.026187
 577 579 0.026187
 577 580 0.026187
 577 585 0.026187
 577 586 0.026187
 577 587 0.026187
 577 588 0.026187
 577 593 0.026187
 577 594 0.026187
 577 595 0.026187
 577 596 0.026187
 577 601 0.026187
 577 602 0.026187
 577 603 0.026187
 577 604 0.026187
 577 606 0.012346
 577 607 0.026187
 578 579 0.026187
 578 580 0.026187
 578 585 0.026187
 578 586 0.026187
 578 587 0.026187
 578 588 0.026187
 578 593 0.026187
 578 594 0.026187
 578 595 0.026187
 578 596 0.026187
 578 601 0.026187
 578 602 0.026187
 578 603 0.026187
 578 604 0.026187
 578 606 0.012346
 578 607 0.026187
 578 610 0.444444
 579 580 0.026187
 579 585 0.026187
 579 586 0.026187
 579 587 0.026187
 579 588 0.026187
 579 593 0.026187
 579 594 0.026187
 579 595 0.026187
 579 596 0.026187
 579 601 0.026187
 579 602 0.026187
 579 603 0.026187
 579 604 0.026187
 579 606 0.012346
 579 607 0.026187
 579 611 0.444444
 580 585 0.026187
 580 586 0.026187
 580 587 0.026187
 580 588 0.026187
 580 593 0.026187
 580 594 0.026187
 580 595 0.026187
 580 596 0.026187
 580 601 0.026187
 580 602 0.026187
 580 603 0.026187
 580 604 0.026187
 580 606 0.012346
 580 607 0.026187
 580 612 0.444444
 581 582 0.027682
 581 583 0.027682
 581 584 0.027682
 581 585 1.000000
 581 586 0.444444
 581 589 0.027682
 581 590 0.027682
 581 591 0.027682
 581 592 0.027682
 581 597 0.027682
 581 598 0.027682
 581 599 0.027682
 581 600 0.027682
 581 605 0.013841
 581 609 0.013841
 581 614 0.444444
 582 583 0.027682
 582 584 0.027682
 582 586 1.000000
 582 587 0.444444
 582 589 0.027682
 582 590 0.027682
 582 591 0.027682
 582 592 0.027682
 582 597 0.027682
 582 598 0.027682
 582 599 0.027682
 582 600 0.027682
 582 605 0.013841
 582 609 0.013841
 582 615 0.444444
 583 584 0.027682
 583 587 1.000000
 583 588 0.444444
 583 589 0.027682
 583 590 0.027682
 583 591 0.027682
 583 592 0.027682
 583 597 0.027682
 583 598 0.027682
 583 599 0.027682
 583 600 0.027682
 583 605 0.013841
 583 609 0.013841
 583 616 0.444444
 584 588 1.000000
 584 589 0.027682
 584 590 0.027682
 584 591 0.027682
 584 592 0.027682
 584 593 0.444444
 584 597 0.027682
 584 598 0.027682
 584 599 0.027682
 584 600 0.027682
 584 605 0.013841
 584 609 0.013841
 584 617 0.444444
 585 586 0.026187
 585 587 0.026187
 585 588 0.026187
 585 593 0.026187
 585 594 0.026187
 585 595 0.026187
 585 596 0.026187
 585 601 0.026187
 585 602 0.026187
 585 603 0.026187
 585 604 0.026187
 585 606 0.012346
 585 607 0.026187
 585 613 0.444444
 586 587 0.026187
 586 588 0.026187
 586 593 0.026187
 586 594 0.026187
 586 595 0.026187
 586 596 0.026187
 586 601 0.026187
 586 602 0.026187
 586 603 0.026187
 586 604 0.026187
 586 606 0.012346
 586 607 0.026187
 586 614 0.444444
 587 588 0.026187
 587 593 0.026187
 587 594 0.026187
 587 595 0.026187
 587 596 0.026187
 587 601 0.026187
 587 602 0.026187
 587 603 0.026187
 587 604 0.026187
 587 606 0.012346
 587 607 0.026187
 587 615 0.444444
 588 593 0.026187
 588 594 0.026187
 588 595 0.026187
 588 596 0.026187
 588 601 0.026187
 588 602 0.026187
 588 603 0.026187
 588 604 0.026187
 588 606 0.012346
 588 607 0.026187
 588 616 0.444444
 589 590 0.027682
 589 591 0.027682
 589 592 0.027682
 589 593 1.000000
 589 594 0.444444
 589 597 0.027682
 589 598 0.027682
 589 599 0.027682
 589 600 0.027682
 589 605 0.013841
 589 609 0.013841
 589 618 0.444444
 590 591 0.027682
 590 592 0.027682
 590 594 1.000000
 590 595 0.444444
 590 597 0.027682
 590 598 0.027682
 590 599 0.027682
 590 600 0.027682
 590 605 0.013841
 590 609 0.013841
 590 619 0.444444
 591 592 0.027682
 591 595 1.000000
 591 596 0.444444
 591 597 0.027682
 591 598 0.027682
 591 599 0.027682
 591 600 0.027682
 591 605 0.013841
 591 609 0.013841
 591 620 0.444444
 592 596 1.000000
 592 597 0.027682
 592 598 0.027682
 592 599 0.027682
 592 600 0.027682
 592 601 0.444444
 592 605 0.013841
 592 609 0.013841
 592 621 0.444444
 593 594 0.026187
 593 595 0.026187
 593 596 0.026187
 593 601 0.026187
 593 602 0.026187
 593 603 0.026187
 593 604 0.026187
 593 606 0.012346
 593 607 0.026187
 593 617 0.444444
 594 595 0.026187
 594 596 0.026187
 594 601 0.026187
 594 602 0.026187
 594 603 0.026187
 594 604 0.026187
 594 606 0.012346
 594 607 0.026187
 594 618 0.444444
 595 596 0.026187
 595 601 0.026187
 595 602 0.026187
 595 603 0.026187
 595 604 0.026187
 595 606 0.012346
 595 607 0.026187
 595 619 0.444444
 596 601 0.026187
 596 602 0.026187
 596 603 0.026187
 596 604 0.026187
 596 606 0.012346
 596 607 0.026187
 596 620 0.444444
 597 598 0.027682
 597 599 0.027682
 597 600 0.027682
 597 601 1.000000
 597 602 0.444444
 597 605 0.013841
 597 609 0.013841
 597 622 0.444444
 598 599 0.027682
 598 600 0.027682
 598 602 1.000000
 598 603 0.444444
 598 605 0.013841
 598 609 0.013841
 598 623 0.444444
 599 600 0.027682
 599 603 1.000000
 599 604 0.444444
 599 605 0.013841
 599 609 0.013841
 599 624 0.444444
 600 604 1.000000
 600 605 0.013841
 600 609 0.013841
 600 625 1.000000
 601 602 0.026187
 601 603 0.026187
 601 604 0.026187
 601 606 0.012346
 601 607 0.026187
 601 621 0.444444
 602 603 0.026187
 602 604 0.026187
 602 606 0.012346
 602 607 0.026187
 602 622 0.444444
 603 604 0.026187
 603 606 0.012346
 603 607 0.026187
 603 623 0.444444
 604 606 0.012346
 604 607 0.026187
 604 624 0.444444
 606 607 0.012346
 608 609 1.000000
 608 627 0.013841
 608 699 0.013841
 608 748 0.013841
 610 611 0.027682
 610 612 0.027682
 610 613 0.027682
 610 614 0.027682
 610 615 0.027682
 610 616 0.027682
 610 617 0.027682
 610 618 0.027682
 610 619 0.027682
 610 620 0.027682
 610 621 0.027682
 610 622 0.027682
 610 623 0.027682
 610 624 0.027682
 610 625 0.027682
 610 626 0.013841
 610 627 0.013841
 610 658 1.000000
 611 612 0.027682
 611 613 0.027682
 611 614 0.027682
 611 615 0.027682
 611 616 0.027682
 611 617 0.027682
 611 618 0.027682
 611 619 0.027682
 611 620 0.027682
 611 621 0.027682
 611 622 0.027682
 611 623 0.027682
 611 624 0.027682
 611 625 0.027682
 611 626 0.013841
 611 627 0.013841
 611 659 1.000000
 612 613 0.027682
 612 614 0.027682
 612 615 0.027682
 612 616 0.027682
 612 617 0.027682
 612 618 0.027682
 612 619 0.027682
 612 620 0.027682
 612 621 0.027682
 612 622 0.027682
 612 623 0.027682
 612 624 0.027682
 612 625 0.027682
 612 626 0.013841
 612 627 0.013841
 612 660 1.000000
 613 614 0.027682
 613 615 0.027682
 613 616 0.027682
 613 617 0.027682
 613 618 0.027682
 613 619 0.027682
 613 620 0.027682
 613 621 0.027682
 613 622 0.027682
 613 623 0.027682
 613 624 0.027682
 613 625 0.027682
 613 626 0.013841
 613 627 0.013841
 613 661 1.000000
 614 615 0.027682
 614 616 0.027682
 614 617 0.027682
 614 618 0.027682
 614 619 0.027682
 614 620 0.027682
 614 621 0.027682
 614 622 0.027682
 614 623 0.027682
 614 624 0.027682
 614 625 0.027682
 614 626 0.013841
 614 627 0.013841
 614 662 1.000000
 615 616 0.027682
 615 617 0.027682
 615 618 0.027682
 615 619 0.027682
 615 620 0.027682
 615 621 0.027682
 615 622 0.027682
 615 623 0.027682
 615 624 0.027682
 615 625 0.027682
 615 626 0.013841
 615 627 0.013841
 615 663 1.000000
 616 617 0.027682
 616 618 0.027682
 616 619 0.027682
 616 620 0.027682
 616 621 0.027682
 616 622 0.027682
 616 623 0.027682
 616 624 0.027682
 616 625 0.027682
 616 626 0.013841
 616 627 0.013841
 616 664 1.000000
 617 618 0.027682
 617 619 0.027682
 617 620 0.027682
 617 621 0.027682
 617 622 0.027682
 617 623 0.027682
 617 624 0.027682
 617 625 0.027682
 617 626 0.013841
 617 627 0.013841
 617 665 1.000000
 618 619 0.027682
 618 620 0.027682
 618 621 0.027682
 618 622 0.027682
 618 623 0.027682
 618 624 0.027682
 618 625 0.027682
 618 626 0.013841
 618 627 0.013841
 618 666 1.000000
 619 620 0.027682
 619 621 0.027682
 619 622 0.027682
 619 623 0.027682
 619 624 0.027682
 619 625 0.027682
 619 626 0.013841
 619 627 0.013841
 619 667 1.000000
 620 621 0.027682
 620 622 0.027682
 620 623 0.027682
 620 624 0.027682
 620 625 0.027682
 620 626 0.013841
 620 627 0.013841
 620 668 1.000000
 621 622 0.027682
 621 623 0.027682
 621 624 0.027682
 621 625 0.027682
 621 626 0.013841
 621 627 0.013841
 621 669 1.000000
 622 623 0.027682
 622 624 0.027682
 622 625 0.027682
 622 626 0.013841
 622 627 0.013841
 622 670 1.000000
 623 624 0.027682
 623 625 0.027682
 623 626 0.013841
 623 627 0.013841
 623 671 1.000000
 624 625 0.027682
 624 626 0.013841
 624 627 0.013841
 624 672 1.000000
 625 626 0.013841
 625 627 0.013841
 625 673 1.000000
 627 699 0.013841
 627 748 0.013841
 628 629 0.055556
 628 630 0.055556
 628 631 0.055556
 628 632 0.055556
 628 633 0.055556
 628 634 0.055556
 628 635 0.055556
 628 636 0.055556
 628 637 0.055556
 628 638 0.055556
 628 639 0.027778
 628 640 0.027778
 628 668 0.444444
 629 630 0.055556
 629 631 0.055556
 629 632 0.055556
 629 633 0.055556
 629 634 0.055556
 629 635 0.055556
 629 636 0.055556
 629 637 0.055556
 629 638 0.055556
 629 639 0.027778
 629 640 0.027778
 629 667 0.444444
 630 631 0.055556
 630 632 0.055556
 630 633 0.055556
 630 634 0.055556
 630 635 0.055556
 630 636 0.055556
 630 637 0.055556
 630 638 0.055556
 630 639 0.027778
 630 640 0.027778
 630 666 0.444444
 631 632 0.055556
 631 633 0.055556
 631 634 0.055556
 631 635 0.055556
 631 636 0.055556
 631 637 0.055556
 631 638 0.055556
 631 639 0.027778
 631 640 0.027778
 631 665 0.444444
 632 633 0.055556
 632 634 0.055556
 632 635 0.055556
 632 636 0.055556
 632 637 0.055556
 632 638 0.055556
 632 639 0.027778
 632 640 0.027778
 632 664 0.444444
 633 634 0.055556
 633 635 0.055556
 633 636 0.055556
 633 637 0.055556
 633 638 0.055556
 633 639 0.027778
 633 640 0.027778
 633 663 0.444444
 634 635 0.055556
 634 636 0.055556
 634 637 0.055556
 634 638 0.055556
 634 639 0.027778
 634 640 0.027778
 634 662 0.444444
 635 636 0.055556
 635 637 0.055556
 635 638 0.055556
 635 639 0.027778
 635 640 0.027778
 635 661 0.444444
 636 637 0.055556
 636 638 0.055556
 636 639 0.027778
 636 640 0.027778
 636 660 0.444444
 637 638 0.055556
 637 639 0.027778
 637 640 0.027778
 637 659 0.444444
 638 639 0.027778
 638 640 0.027778
 638 658 0.444444
 641 658 0.013841
 641 659 0.013841
 641 660 0.013841
 641 661 0.013841
 641 662 0.013841
 641 663 0.013841
 641 664 0.013841
 641 665 0.013841
 641 666 0.013841
 641 667 0.013841
 641 668 0.013841
 641 669 0.013841
 641 670 0.013841
 641 671 0.013841
 641 672 0.013841
 641 673 0.013841
 641 674 0.160000
 641 675 0.160000
 642 658 1.000000
 642 787 1.000000
 643 659 1.000000
 643 790 1.000000
 644 660 1.000000
 644 793 1.000000
 645 661 1.000000
 645 796 1.000000
 646 662 1.000000
 646 799 1.000000
 647 663 1.000000
 647 802 1.000000
 648 664 1.000000
 648 805 1.000000
 649 665 1.000000
 649 808 1.000000
 650 666 1.000000
 650 811 1.000000
 651 667 1.000000
 651 814 1.000000
 652 668 1.000000
 652 817 1.000000
 653 669 1.000000
 653 820 1.000000
 654 670 1.000000
 654 823 1.000000
 655 671 1.000000
 655 826 1.000000
 656 672 1.000000
 656 829 1.000000
 657 673 1.000000
 657 832 1.000000
 658 659 0.040027
 658 660 0.040027
 658 661 0.040027
 658 662 0.040027
 658 663 0.040027
 658 664 0.040027
 658 665 0.040027
 658 666 0.040027
 658 667 0.040027
 658 668 0.040027
 658 669 0.040027
 658 670 0.040027
 658 671 0.040027
 658 672 0.040027
 658 673 0.040027
 658 676 0.013841
 658 677 0.012346
 659 660 0.040027
 659 661 0.040027
 659 662 0.040027
 659 663 0.040027
 659 664 0.040027
 659 665 0.040027
 659 666 0.040027
 659 667 0.040027
 659 668 0.040027
 659 669 0.040027
 659 670 0.040027
 659 671 0.040027
 659 672 0.040027
 659 673 0.040027
 659 676 0.013841
 659 677 0.012346
 660 661 0.040027
 660 662 0.040027
 660 663 0.040027
 660 664 0.040027
 660 665 0.040027
 660 666 0.040027
 660 667 0.040027
 660 668 0.040027
 660 669 0.040027
 660 670 0.040027
 660 671 0.040027
 660 672 0.040027
 660 673 0.040027
 660 676 0.013841
 660 677 0.012346
 661 662 0.040027
 661 663 0.040027
 661 664 0.040027
 661 665 0.040027
 661 666 0.040027
 661 667 0.040027
 661 668 0.040027
 661 669 0.040027
 661 670 0.040027
 661 671 0.040027
 661 672 0.040027
 661 673 0.040027
 661 676 0.013841
 661 677 0.012346
 662 663 0.040027
 662 664 0.040027
 662 665 0.040027
 662 666 0.040027
 662 667 0.040027
 662 668 0.040027
 662 669 0.040027
 662 670 0.040027
 662 671 0.040027
 662 672 0.040027
 662 673 0.040027
 662 676 0.013841
 662 677 0.012346
 663 664 0.040027
 663 665 0.040027
 663 666 0.040027
 663 667 0.040027
 663 668 0.040027
 663 669 0.040027
 663 670 0.040027
 663 671 0.040027
 663 672 0.040027
 663 673 0.040027
 663 676 0.013841
 663 677 0.012346
 664 665 0.040027
 664 666 0.040027
 664 667 0.040027
 664 668 0.040027
 664 669 0.040027
 664 670 0.040027
 664 671 0.040027
 664 672 0.102527
 664 673 0.040027
 664 676 0.013841
 664 677 0.012346
 664 709 0.062500
 664 710 0.062500
 665 666 0.040027
 665 667 0.040027
 665 668 0.040027
 665 669 0.040027
 665 670 0.040027
 665 671 0.040027
 665 672 0.040027
 665 673 0.040027
 665 676 0.013841
 665 677 0.012346
 665 717 0.250000
 666 667 0.040027
 666 668 0.040027
 666 669 0.040027
 666 670 0.040027
 666 671 0.040027
 666 672 0.040027
 666 673 0.040027
 666 676 0.013841
 666 677 0.012346
 666 716 0.250000
 667 668 0.040027
 667 669 0.040027
 667 670 0.040027
 667 671 0.290027
 667 672 0.040027
 667 673 0.040027
 667 676 0.013841
 667 677 0.012346
 668 669 0.290027
 668 670 0.040027
